InvoiceId,ChargePeriodStart,ChargePeriodEnd,ProviderName,ServiceName,ConsumedQuantity,ConsumedUnit,PricingCurrency,PricingCurrencyListUnitPrice,PricingCurrencyContractedUnitPrice,PricingCurrencyEffectiveCost,BillingCurrency,ListCost,EffectiveCost,BillingAccountId,BillingAccountType,SubAccountType,RegionId
AWS-5483,2024-07-27,2024-07-28,AWS,EC2,52,Hours,USD,2.45,2.3,119.59,USD,139.23,121.07,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-7213,2024-07-27,2024-07-28,AWS,S3,26,Hours,USD,6.65,6.22,161.6,USD,189.49,136.5,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-4937,2024-07-27,2024-07-28,AWS,Lambda,92,Hours,USD,1.9,1.75,161.3,USD,178.35,147.67,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-5548,2024-07-27,2024-07-28,Azure,VM,73,Hours,USD,0.65,0.63,46.02,USD,47.88,35.39,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-2019,2024-07-27,2024-07-28,Azure,Blob Storage,59,Hours,USD,4.56,4.11,242.51,USD,273.37,247.27,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-8361,2024-07-27,2024-07-28,Azure,Functions,22,Hours,USD,11.81,10.85,238.73,USD,266.94,246.07,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-3236,2024-07-27,2024-07-28,GCP,Compute Engine,28,Hours,USD,6.55,5.79,162.23,USD,194.09,156.57,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-2669,2024-07-27,2024-07-28,GCP,Cloud Storage,95,Hours,USD,1.48,1.41,133.75,USD,153.18,117.76,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-5068,2024-07-27,2024-07-28,GCP,Cloud Functions,23,Hours,USD,2.09,1.93,44.34,USD,48.14,36.46,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-1520,2024-07-27,2024-07-28,Snowflake,Warehouse,17,Credit,USD,11.06,10.27,174.65,USD,189.18,166.97,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-6517,2024-07-27,2024-07-28,Snowflake,Storage,38,Credit,USD,3.37,2.89,109.82,USD,130.3,112.75,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-5077,2024-07-27,2024-07-28,Databricks,Jobs,61,Credit,USD,0.76,0.7,43.0,USD,48.76,38.79,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-2415,2024-07-27,2024-07-28,Databricks,Clusters,43,Credit,USD,2.22,2.04,87.52,USD,103.51,85.18,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-7152,2024-07-27,2024-07-28,OpenAI,GPT-4 API,47,Credit,USD,3.08,2.69,126.57,USD,155.99,130.08,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-9263,2024-07-27,2024-07-28,OpenAI,Embedding API,69,Credit,USD,2.12,2.06,141.94,USD,147.31,129.44,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-8694,2024-07-28,2024-07-29,AWS,EC2,10,Hours,USD,19.9,17.51,175.1,USD,204.68,182.54,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-7358,2024-07-28,2024-07-29,AWS,S3,68,Hours,USD,0.51,0.48,32.37,USD,35.74,31.2,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-8888,2024-07-28,2024-07-29,AWS,Lambda,38,Hours,USD,4.85,4.4,167.29,USD,189.32,178.31,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-6535,2024-07-28,2024-07-29,Azure,VM,42,Hours,USD,2.84,2.66,111.68,USD,125.08,104.08,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-8495,2024-07-28,2024-07-29,Azure,Blob Storage,51,Hours,USD,0.98,0.95,48.27,USD,53.41,42.26,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-7160,2024-07-28,2024-07-29,Azure,Functions,71,Hours,USD,2.01,1.85,131.29,USD,149.4,109.73,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-6412,2024-07-28,2024-07-29,GCP,Compute Engine,45,Hours,USD,2.35,2.16,97.22,USD,111.52,83.58,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-6120,2024-07-28,2024-07-29,GCP,Cloud Storage,99,Hours,USD,0.22,0.2,20.01,USD,23.0,21.1,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-1429,2024-07-28,2024-07-29,GCP,Cloud Functions,71,Hours,USD,2.15,2.04,145.09,USD,164.59,120.27,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-2300,2024-07-28,2024-07-29,Snowflake,Warehouse,47,Credit,USD,0.46,0.41,19.5,USD,21.91,20.46,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-9241,2024-07-28,2024-07-29,Snowflake,Storage,76,Credit,USD,2.16,1.97,149.76,USD,177.19,167.37,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-1968,2024-07-28,2024-07-29,Databricks,Jobs,51,Credit,USD,4.59,4.4,224.3,USD,245.96,228.01,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-5332,2024-07-28,2024-07-29,Databricks,Clusters,34,Credit,USD,7.33,7.16,243.57,USD,267.21,194.45,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-8613,2024-07-28,2024-07-29,OpenAI,GPT-4 API,10,Credit,USD,29.0,28.15,281.53,USD,299.27,255.1,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-4100,2024-07-28,2024-07-29,OpenAI,Embedding API,15,Credit,USD,4.66,4.36,65.41,USD,75.89,63.75,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-2276,2024-07-29,2024-07-30,AWS,EC2,67,Hours,USD,1.13,1.02,68.44,USD,80.33,75.73,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-6946,2024-07-29,2024-07-30,AWS,S3,93,Hours,USD,0.85,0.75,69.78,USD,85.6,63.79,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-4830,2024-07-29,2024-07-30,AWS,Lambda,42,Hours,USD,6.64,5.65,237.44,USD,295.05,267.49,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-7081,2024-07-29,2024-07-30,Azure,VM,87,Hours,USD,0.63,0.56,48.42,USD,59.06,51.86,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-2716,2024-07-29,2024-07-30,Azure,Blob Storage,98,Hours,USD,1.17,1.14,111.62,USD,122.58,116.29,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-3606,2024-07-29,2024-07-30,Azure,Functions,37,Hours,USD,7.65,7.38,272.94,USD,287.08,218.79,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-3715,2024-07-29,2024-07-30,GCP,Compute Engine,22,Hours,USD,3.07,2.69,59.11,USD,69.07,64.01,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-8712,2024-07-29,2024-07-30,GCP,Cloud Storage,98,Hours,USD,1.19,1.02,99.76,USD,124.65,110.87,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-7039,2024-07-29,2024-07-30,GCP,Cloud Functions,11,Hours,USD,21.43,20.39,224.3,USD,238.5,219.82,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-4787,2024-07-29,2024-07-30,Snowflake,Warehouse,55,Credit,USD,5.28,5.15,283.24,USD,308.38,243.23,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-2438,2024-07-29,2024-07-30,Snowflake,Storage,25,Credit,USD,9.58,9.07,226.64,USD,241.33,173.69,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-4844,2024-07-29,2024-07-30,Databricks,Jobs,47,Credit,USD,3.18,2.83,132.88,USD,159.74,135.66,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-6403,2024-07-29,2024-07-30,Databricks,Clusters,26,Credit,USD,10.31,9.68,251.57,USD,276.23,213.6,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-3506,2024-07-29,2024-07-30,OpenAI,GPT-4 API,33,Credit,USD,2.5,2.44,80.41,USD,85.58,69.81,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-5952,2024-07-29,2024-07-30,OpenAI,Embedding API,29,Credit,USD,3.94,3.67,106.29,USD,120.67,85.32,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-1955,2024-07-30,2024-07-31,AWS,EC2,93,Hours,USD,0.4,0.38,35.03,USD,39.35,35.69,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-7260,2024-07-30,2024-07-31,AWS,S3,54,Hours,USD,3.4,3.29,177.87,USD,188.27,150.51,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-7912,2024-07-30,2024-07-31,AWS,Lambda,44,Hours,USD,0.47,0.43,19.01,USD,21.75,16.52,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-7937,2024-07-30,2024-07-31,Azure,VM,35,Hours,USD,0.69,0.64,22.47,USD,26.04,23.91,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-5939,2024-07-30,2024-07-31,Azure,Blob Storage,30,Hours,USD,6.27,5.45,163.45,USD,195.79,144.73,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-4855,2024-07-30,2024-07-31,Azure,Functions,29,Hours,USD,6.87,6.34,183.96,USD,204.16,145.56,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-4031,2024-07-30,2024-07-31,GCP,Compute Engine,43,Hours,USD,4.46,4.09,176.0,USD,206.82,151.39,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-5437,2024-07-30,2024-07-31,GCP,Cloud Storage,41,Hours,USD,0.72,0.69,28.36,USD,31.5,27.28,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-9365,2024-07-30,2024-07-31,GCP,Cloud Functions,100,Hours,USD,0.26,0.23,23.11,USD,26.87,24.81,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-6977,2024-07-30,2024-07-31,Snowflake,Warehouse,33,Credit,USD,7.79,6.89,227.42,USD,272.45,252.37,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-8764,2024-07-30,2024-07-31,Snowflake,Storage,52,Credit,USD,4.76,4.17,216.8,USD,252.59,182.76,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-5718,2024-07-30,2024-07-31,Databricks,Jobs,54,Credit,USD,1.81,1.65,89.1,USD,106.57,94.95,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-8881,2024-07-30,2024-07-31,Databricks,Clusters,87,Credit,USD,2.73,2.58,224.14,USD,249.73,222.12,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-3892,2024-07-30,2024-07-31,OpenAI,GPT-4 API,98,Credit,USD,2.51,2.14,210.04,USD,265.85,190.06,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-3643,2024-07-30,2024-07-31,OpenAI,Embedding API,67,Credit,USD,2.29,2.19,146.81,USD,153.49,135.27,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-7494,2024-07-31,2024-08-01,AWS,EC2,72,Hours,USD,1.43,1.23,88.66,USD,110.66,97.98,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-1810,2024-07-31,2024-08-01,AWS,S3,16,Hours,USD,12.15,10.54,168.7,USD,199.14,176.04,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-3761,2024-07-31,2024-08-01,AWS,Lambda,69,Hours,USD,0.87,0.79,54.46,USD,64.31,48.9,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-9205,2024-07-31,2024-08-01,Azure,VM,42,Hours,USD,1.09,1.04,43.82,USD,47.98,41.56,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-1634,2024-07-31,2024-08-01,Azure,Blob Storage,43,Hours,USD,6.3,5.92,254.52,USD,276.87,206.15,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-3434,2024-07-31,2024-08-01,Azure,Functions,79,Hours,USD,0.92,0.9,71.03,USD,72.87,57.91,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-4981,2024-07-31,2024-08-01,GCP,Compute Engine,52,Hours,USD,3.24,3.12,162.31,USD,170.79,154.32,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-5502,2024-07-31,2024-08-01,GCP,Cloud Storage,13,Hours,USD,7.21,6.16,80.12,USD,100.72,84.68,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-7330,2024-07-31,2024-08-01,GCP,Cloud Functions,72,Hours,USD,0.73,0.71,50.78,USD,57.37,48.58,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-2241,2024-07-31,2024-08-01,Snowflake,Warehouse,49,Credit,USD,3.28,3.19,156.47,USD,171.31,132.93,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-3366,2024-07-31,2024-08-01,Snowflake,Storage,29,Credit,USD,9.39,8.08,234.22,USD,290.33,219.53,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-3518,2024-07-31,2024-08-01,Databricks,Jobs,24,Credit,USD,9.71,8.96,215.1,USD,234.53,170.0,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-7215,2024-07-31,2024-08-01,Databricks,Clusters,25,Credit,USD,8.3,7.54,188.39,USD,220.84,160.73,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-5074,2024-07-31,2024-08-01,OpenAI,GPT-4 API,46,Credit,USD,4.08,3.74,172.0,USD,192.25,149.29,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-6689,2024-07-31,2024-08-01,OpenAI,Embedding API,78,Credit,USD,0.38,0.32,25.35,USD,31.57,29.9,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-1259,2024-08-01,2024-08-02,AWS,EC2,86,Hours,USD,3.2,2.85,244.81,USD,300.16,260.52,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-7772,2024-08-01,2024-08-02,AWS,S3,53,Hours,USD,0.76,0.67,35.37,USD,43.51,36.66,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-2333,2024-08-01,2024-08-02,AWS,Lambda,12,Hours,USD,13.99,12.52,150.21,USD,172.22,156.88,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-7210,2024-08-01,2024-08-02,Azure,VM,26,Hours,USD,2.75,2.61,67.84,USD,72.42,52.14,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-3508,2024-08-01,2024-08-02,Azure,Blob Storage,39,Hours,USD,4.59,4.42,172.25,USD,184.36,133.24,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-6390,2024-08-01,2024-08-02,Azure,Functions,82,Hours,USD,1.25,1.12,91.44,USD,108.19,95.57,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-1472,2024-08-01,2024-08-02,GCP,Compute Engine,76,Hours,USD,1.45,1.34,101.54,USD,119.04,107.08,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-9878,2024-08-01,2024-08-02,GCP,Cloud Storage,20,Hours,USD,12.76,12.34,246.8,USD,273.36,204.49,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-5545,2024-08-01,2024-08-02,GCP,Cloud Functions,89,Hours,USD,3.1,2.69,239.44,USD,276.28,227.61,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-5356,2024-08-01,2024-08-02,Snowflake,Warehouse,87,Credit,USD,0.72,0.64,55.99,USD,64.76,52.97,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-7597,2024-08-01,2024-08-02,Snowflake,Storage,40,Credit,USD,6.16,5.56,222.38,USD,262.89,228.67,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-3653,2024-08-01,2024-08-02,Databricks,Jobs,40,Credit,USD,5.63,5.23,209.35,USD,246.82,219.46,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-2087,2024-08-01,2024-08-02,Databricks,Clusters,10,Credit,USD,22.68,22.03,220.27,USD,240.08,202.4,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-7816,2024-08-01,2024-08-02,OpenAI,GPT-4 API,73,Credit,USD,3.28,2.93,213.87,USD,260.77,217.77,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-2500,2024-08-01,2024-08-02,OpenAI,Embedding API,63,Credit,USD,1.05,0.96,60.5,USD,68.54,55.84,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-8849,2024-08-02,2024-08-03,AWS,EC2,97,Hours,USD,0.83,0.76,73.72,USD,80.93,61.92,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-5471,2024-08-02,2024-08-03,AWS,S3,13,Hours,USD,21.9,19.84,257.86,USD,305.9,228.65,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-6158,2024-08-02,2024-08-03,AWS,Lambda,63,Hours,USD,2.76,2.35,148.08,USD,173.99,145.55,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-2712,2024-08-02,2024-08-03,Azure,VM,18,Hours,USD,13.83,12.88,231.81,USD,258.81,239.96,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-8707,2024-08-02,2024-08-03,Azure,Blob Storage,65,Hours,USD,3.99,3.91,254.08,USD,274.99,236.41,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-1984,2024-08-02,2024-08-03,Azure,Functions,67,Hours,USD,0.39,0.35,23.41,USD,27.76,20.42,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-5215,2024-08-02,2024-08-03,GCP,Compute Engine,69,Hours,USD,2.19,1.97,136.2,USD,152.9,136.66,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-3165,2024-08-02,2024-08-03,GCP,Cloud Storage,90,Hours,USD,0.89,0.85,76.59,USD,81.12,61.6,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-1030,2024-08-02,2024-08-03,GCP,Cloud Functions,71,Hours,USD,0.61,0.55,39.28,USD,45.51,42.32,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-2199,2024-08-02,2024-08-03,Snowflake,Warehouse,33,Credit,USD,6.41,5.75,189.84,USD,215.66,181.59,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-3104,2024-08-02,2024-08-03,Snowflake,Storage,77,Credit,USD,2.22,2.05,157.55,USD,184.14,154.32,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-6145,2024-08-02,2024-08-03,Databricks,Jobs,23,Credit,USD,11.7,11.29,259.74,USD,273.35,212.68,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-8437,2024-08-02,2024-08-03,Databricks,Clusters,27,Credit,USD,8.86,7.97,215.21,USD,242.96,194.08,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-5686,2024-08-02,2024-08-03,OpenAI,GPT-4 API,34,Credit,USD,1.48,1.38,46.78,USD,51.9,47.52,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-1372,2024-08-02,2024-08-03,OpenAI,Embedding API,47,Credit,USD,1.96,1.76,82.53,USD,93.25,85.51,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-6476,2024-08-03,2024-08-04,AWS,EC2,56,Hours,USD,2.59,2.38,133.2,USD,151.56,114.71,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-6462,2024-08-03,2024-08-04,AWS,S3,57,Hours,USD,2.05,1.75,99.48,USD,125.32,109.51,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-6137,2024-08-03,2024-08-04,AWS,Lambda,71,Hours,USD,1.73,1.49,105.68,USD,135.1,118.22,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-7205,2024-08-03,2024-08-04,Azure,VM,83,Hours,USD,3.58,3.41,282.89,USD,311.19,238.94,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-7150,2024-08-03,2024-08-04,Azure,Blob Storage,21,Hours,USD,4.87,4.44,93.3,USD,107.29,95.58,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-6790,2024-08-03,2024-08-04,Azure,Functions,97,Hours,USD,2.99,2.72,263.52,USD,305.37,249.88,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-4194,2024-08-03,2024-08-04,GCP,Compute Engine,43,Hours,USD,6.34,5.45,234.38,USD,298.84,211.56,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-1778,2024-08-03,2024-08-04,GCP,Cloud Storage,12,Hours,USD,15.2,13.43,161.14,USD,185.51,131.34,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-2159,2024-08-03,2024-08-04,GCP,Cloud Functions,81,Hours,USD,2.88,2.76,223.28,USD,238.72,208.79,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-1832,2024-08-03,2024-08-04,Snowflake,Warehouse,55,Credit,USD,2.82,2.72,149.33,USD,155.24,132.12,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-9928,2024-08-03,2024-08-04,Snowflake,Storage,25,Credit,USD,10.78,10.5,262.39,USD,273.2,215.23,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-1586,2024-08-03,2024-08-04,Databricks,Jobs,51,Credit,USD,4.53,3.96,202.18,USD,242.19,179.8,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-8895,2024-08-03,2024-08-04,Databricks,Clusters,50,Credit,USD,5.52,5.0,250.19,USD,279.77,210.86,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-7494,2024-08-03,2024-08-04,OpenAI,GPT-4 API,54,Credit,USD,1.2,1.15,61.96,USD,68.22,59.06,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-5779,2024-08-03,2024-08-04,OpenAI,Embedding API,98,Credit,USD,1.11,0.98,96.1,USD,116.94,98.19,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-2419,2024-08-04,2024-08-05,AWS,EC2,39,Hours,USD,2.98,2.56,99.82,USD,117.2,107.73,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-6754,2024-08-04,2024-08-05,AWS,S3,61,Hours,USD,3.29,3.05,185.97,USD,214.76,167.85,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-9610,2024-08-04,2024-08-05,AWS,Lambda,49,Hours,USD,4.59,4.23,207.34,USD,225.04,199.3,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-8788,2024-08-04,2024-08-05,Azure,VM,96,Hours,USD,1.78,1.63,156.07,USD,181.53,127.85,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-7792,2024-08-04,2024-08-05,Azure,Blob Storage,91,Hours,USD,2.05,1.8,163.39,USD,203.84,166.99,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-3351,2024-08-04,2024-08-05,Azure,Functions,65,Hours,USD,4.23,3.95,256.74,USD,298.37,262.2,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-2856,2024-08-04,2024-08-05,GCP,Compute Engine,26,Hours,USD,0.93,0.85,22.2,USD,25.66,18.85,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-5436,2024-08-04,2024-08-05,GCP,Cloud Storage,37,Hours,USD,4.25,4.04,149.44,USD,162.59,142.16,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-2033,2024-08-04,2024-08-05,GCP,Cloud Functions,50,Hours,USD,4.95,4.79,239.46,USD,257.4,215.23,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-2320,2024-08-04,2024-08-05,Snowflake,Warehouse,32,Credit,USD,1.94,1.74,55.65,USD,63.78,46.05,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-7495,2024-08-04,2024-08-05,Snowflake,Storage,15,Credit,USD,4.29,3.74,56.11,USD,68.01,64.03,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-8746,2024-08-04,2024-08-05,Databricks,Jobs,61,Credit,USD,0.68,0.66,40.15,USD,45.57,42.74,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-6836,2024-08-04,2024-08-05,Databricks,Clusters,33,Credit,USD,0.66,0.62,20.38,USD,22.01,18.13,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-7717,2024-08-04,2024-08-05,OpenAI,GPT-4 API,74,Credit,USD,3.81,3.58,264.63,USD,285.61,218.11,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-6588,2024-08-04,2024-08-05,OpenAI,Embedding API,39,Credit,USD,3.42,3.27,127.68,USD,144.36,134.1,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-4475,2024-08-05,2024-08-06,AWS,EC2,88,Hours,USD,2.18,2.06,181.57,USD,199.84,143.69,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-2404,2024-08-05,2024-08-06,AWS,S3,48,Hours,USD,1.3,1.17,56.25,USD,64.41,47.33,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-2104,2024-08-05,2024-08-06,AWS,Lambda,20,Hours,USD,9.23,8.26,165.21,USD,197.21,138.09,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-3882,2024-08-05,2024-08-06,Azure,VM,84,Hours,USD,3.34,2.88,241.64,USD,304.61,246.0,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-3393,2024-08-05,2024-08-06,Azure,Blob Storage,27,Hours,USD,10.44,9.95,268.62,USD,296.21,231.49,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-4265,2024-08-05,2024-08-06,Azure,Functions,38,Hours,USD,3.6,3.32,126.22,USD,137.88,124.74,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-6851,2024-08-05,2024-08-06,GCP,Compute Engine,46,Hours,USD,2.44,2.21,101.74,USD,120.01,102.64,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-8220,2024-08-05,2024-08-06,GCP,Cloud Storage,81,Hours,USD,2.91,2.48,200.86,USD,239.04,223.25,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-2980,2024-08-05,2024-08-06,GCP,Cloud Functions,94,Hours,USD,2.8,2.61,245.15,USD,283.62,219.33,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-7473,2024-08-05,2024-08-06,Snowflake,Warehouse,43,Credit,USD,6.2,5.76,247.66,USD,284.55,206.32,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-9353,2024-08-05,2024-08-06,Snowflake,Storage,85,Credit,USD,2.81,2.43,206.39,USD,246.75,219.02,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-7463,2024-08-05,2024-08-06,Databricks,Jobs,44,Credit,USD,2.26,1.96,86.11,USD,108.22,75.81,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-9062,2024-08-05,2024-08-06,Databricks,Clusters,40,Credit,USD,5.76,5.36,214.46,USD,238.15,172.18,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-9183,2024-08-05,2024-08-06,OpenAI,GPT-4 API,84,Credit,USD,2.64,2.43,204.4,USD,228.29,165.08,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-6645,2024-08-05,2024-08-06,OpenAI,Embedding API,38,Credit,USD,2.39,2.1,79.63,USD,94.58,80.43,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-2474,2024-08-06,2024-08-07,AWS,EC2,96,Hours,USD,1.33,1.25,119.8,USD,137.91,121.74,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-3297,2024-08-06,2024-08-07,AWS,S3,45,Hours,USD,3.22,2.74,123.44,USD,150.5,141.52,AW-Account,Payer Account,Subscription,AWS-us-east-1
